,code_module,code_presentation,id_student,gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,Early Bird,Last Minite,Late Reg,Regular Reg,sum_click,learning_pattern,learning_pattern_0,learning_pattern_1,learning_pattern_2,avg_ahead_ddl,std_assess_score,pass_prob
4284,BBB,2014B,612600,0,1,2,0,0,60,0,1,0,0,0,155.0,0.0,1.0,0.0,0.0,0.6,12.401612798341995,0.4057381055927534
4285,BBB,2014B,612721,0,2,5,1,0,60,0,1,0,0,0,984.0,0.0,1.0,0.0,0.0,-0.5454545454545454,12.250417432590913,0.676686697966781
4286,BBB,2014B,612756,0,2,0,0,0,60,0,1,0,0,0,2087.0,2.0,0.0,0.0,1.0,-0.18181818181818182,10.736513739232455,0.8962260983272305
4287,BBB,2014B,612841,0,2,9,0,0,60,0,1,0,0,0,112.0,0.0,1.0,0.0,0.0,0.8181818181818182,16.62418829187267,0.5449710552607578
4288,BBB,2014B,612862,0,2,9,0,0,60,0,1,0,0,0,1728.0,0.0,1.0,0.0,0.0,1.3,8.292566952799758,0.8641202266209511
4289,BBB,2014B,612919,0,2,2,1,0,75,0,1,0,0,0,6244.0,2.0,0.0,0.0,1.0,0.6363636363636364,13.299350633498136,0.9972728671067606
4290,BBB,2014B,613038,0,3,5,1,0,60,0,1,0,0,0,76.0,0.0,1.0,0.0,0.0,1.6666666666666667,15.306135298558482,0.5216884092938197
4291,BBB,2014B,613047,0,1,2,1,0,60,0,1,0,0,0,122.0,0.0,1.0,0.0,0.0,4.555555555555555,4.092676385936225,0.4188888018454307
4292,BBB,2014B,613093,0,2,2,0,0,60,0,1,0,0,0,347.0,0.0,1.0,0.0,0.0,-3.090909090909091,14.498275759551547,0.4997580994614232
4293,BBB,2014B,613161,0,1,5,0,0,60,0,1,0,0,0,17.0,0.0,1.0,0.0,0.0,0.0,13.243275663875812,0.415702613614225
4294,BBB,2014B,613162,1,2,4,0,1,120,0,1,0,0,0,140.0,0.0,1.0,0.0,0.0,0.6363636363636364,27.06423335830386,0.17263899825058682
4295,BBB,2014B,613170,0,1,8,0,0,60,0,1,0,0,0,555.0,0.0,1.0,0.0,0.0,0.5454545454545454,15.11290838985005,0.57677710003964
4296,BBB,2014B,613199,0,2,0,0,1,120,1,0,0,0,1,533.0,0.0,1.0,0.0,0.0,-7.5,14.275464576989743,0.3284586662445409
4297,BBB,2014B,613205,0,2,3,0,0,60,0,1,0,0,0,240.0,0.0,1.0,0.0,0.0,2.727272727272727,17.787636155487327,0.4760738974285346
4298,BBB,2014B,613299,0,1,2,0,0,60,0,1,0,0,0,270.0,0.0,1.0,0.0,0.0,0.5,5.501514942874066,0.4660818260826877
4299,BBB,2014B,613355,1,2,6,1,0,60,0,1,0,0,0,331.0,0.0,1.0,0.0,0.0,-0.1,19.611787838497087,0.35741682281829323
4300,BBB,2014B,613426,0,1,1,0,0,60,0,1,0,0,0,986.0,0.0,1.0,0.0,0.0,-2.4545454545454546,12.722206783987803,0.5785744665256742
4301,BBB,2014B,613703,0,1,0,0,0,75,1,1,0,0,0,1574.0,2.0,0.0,0.0,1.0,0.8,16.539850865913717,0.7428414306881759
4302,BBB,2014B,613718,0,2,9,0,0,120,0,1,0,0,0,249.0,0.0,1.0,0.0,0.0,0.8,17.20497344116262,0.4726987609064266
4303,BBB,2014B,613722,0,1,2,0,0,60,0,1,0,0,0,234.0,0.0,1.0,0.0,0.0,0.8181818181818182,12.679260087388242,0.42225715190793706
4304,BBB,2014B,613743,0,3,7,1,0,120,0,1,0,0,0,530.0,0.0,1.0,0.0,0.0,7.0,8.85437744847146,0.5904603592791587
4305,BBB,2014B,613791,0,2,1,0,0,60,0,0,0,0,1,361.0,0.0,1.0,0.0,0.0,0.6,22.387496510329154,0.45143757654808225
4306,BBB,2014B,613832,0,1,0,1,0,120,0,1,0,0,0,224.0,0.0,1.0,0.0,0.0,3.0,19.913981687916326,0.2528039874765687
4307,BBB,2014B,613842,0,2,7,0,0,60,0,1,0,0,0,177.0,0.0,1.0,0.0,0.0,0.5,17.23368793961409,0.5257790550356336
4308,BBB,2014B,613856,0,1,1,0,0,60,0,1,0,0,0,358.0,0.0,1.0,0.0,0.0,1.5555555555555556,8.776547030454386,0.4548709976902379
4309,BBB,2014B,613874,0,3,3,0,0,60,0,1,0,0,0,253.0,0.0,1.0,0.0,0.0,2.272727272727273,14.369791546536407,0.558348190752393
4310,BBB,2014B,613881,0,1,5,0,0,60,0,1,0,0,0,2535.0,2.0,0.0,0.0,1.0,0.4,12.407882799073967,0.9309437427917009
4311,BBB,2014B,613932,0,1,8,0,0,60,0,1,0,0,0,9.0,0.0,1.0,0.0,0.0,7.0,13.243275663875812,0.46244722055654036
4312,BBB,2014B,613946,0,1,9,1,0,60,0,1,0,0,0,408.0,0.0,1.0,0.0,0.0,0.2222222222222222,11.540989751509379,0.5544443251053367
4313,BBB,2014B,614039,0,2,4,1,0,60,0,1,0,0,0,547.0,0.0,1.0,0.0,0.0,1.7,11.70991982134046,0.5706405513979999
4314,BBB,2014B,614117,0,3,3,0,0,60,0,1,0,0,0,578.0,0.0,1.0,0.0,0.0,-0.5454545454545454,18.760693920098912,0.6091467147718287
4315,BBB,2014B,614130,0,2,7,0,0,60,0,1,0,0,0,393.0,0.0,1.0,0.0,0.0,1.0909090909090908,11.456637615572271,0.6037513267138862
4316,BBB,2014B,614212,0,1,4,0,0,90,0,1,0,0,0,197.0,0.0,1.0,0.0,0.0,3.727272727272727,15.400118063301864,0.38312825416027163
4317,BBB,2014B,614357,0,2,1,0,0,60,0,1,0,0,0,205.0,0.0,1.0,0.0,0.0,0.0,13.826193849488599,0.4558136213789462
4318,BBB,2014B,614583,0,3,3,0,0,120,0,1,0,0,0,570.0,0.0,1.0,0.0,0.0,-0.36363636363636365,8.079153871088685,0.5613480156915199
4319,BBB,2014B,614601,1,2,3,0,0,60,1,1,0,0,0,257.0,0.0,1.0,0.0,0.0,1.4444444444444444,11.979148550710939,0.3208037459680563
4320,BBB,2014B,614629,1,3,0,1,0,60,0,1,0,0,0,1119.0,0.0,1.0,0.0,0.0,2.272727272727273,7.2838551231161555,0.5677781931448564
4321,BBB,2014B,614668,0,2,9,0,0,60,0,1,0,0,0,390.0,0.0,1.0,0.0,0.0,0.2727272727272727,11.654105792302634,0.631335975218533
4322,BBB,2014B,614693,0,1,6,1,0,60,0,1,0,0,0,2873.0,1.0,0.0,1.0,0.0,-1.1111111111111112,6.745368781616021,0.882312870209322
4323,BBB,2014B,614728,0,2,4,0,0,60,0,1,0,0,0,318.0,0.0,1.0,0.0,0.0,-0.5,19.072959334559958,0.502115286770361
4324,BBB,2014B,614732,1,2,4,0,0,60,0,1,0,0,0,153.0,0.0,1.0,0.0,0.0,0.45454545454545453,17.102365599264594,0.3236519523892343
4325,BBB,2014B,614734,0,2,3,0,0,60,0,1,0,0,0,193.0,0.0,1.0,0.0,0.0,1.1428571428571428,11.767590682726453,0.49489734254423534
4326,BBB,2014B,614738,1,2,6,0,0,60,0,1,0,0,0,602.0,0.0,1.0,0.0,0.0,-0.18181818181818182,7.434563018276682,0.49967552322495
4327,BBB,2014B,614741,0,1,6,0,0,60,0,1,0,0,0,8430.0,1.0,0.0,1.0,0.0,-1.5,8.238797107453111,0.9992785528051161
4328,BBB,2014B,614742,0,2,4,0,0,60,0,1,0,0,0,477.0,0.0,1.0,0.0,0.0,0.6,15.407069084604565,0.5576487529151775
4329,BBB,2014B,614744,1,2,7,1,0,60,0,1,0,0,0,243.0,0.0,1.0,0.0,0.0,0.3333333333333333,16.396984817676422,0.3680683822315148
4330,BBB,2014B,614745,1,2,7,1,0,60,0,1,0,0,0,107.0,0.0,1.0,0.0,0.0,0.1111111111111111,12.875471943885309,0.3552177025484322
4331,BBB,2014B,614813,0,0,0,0,0,60,0,1,0,0,0,205.0,0.0,1.0,0.0,0.0,3.0,15.716233645501712,0.31578461208796077
4332,BBB,2014B,614871,0,1,0,0,0,60,0,1,0,0,0,2799.0,2.0,0.0,0.0,1.0,-1.0909090909090908,12.351665327543342,0.9264552336902735
4333,BBB,2014B,614909,0,2,3,0,0,60,0,1,0,0,0,734.0,0.0,1.0,0.0,0.0,0.36363636363636365,10.994213353975228,0.6216425613515669
4334,BBB,2014B,615025,0,1,2,0,0,60,1,1,0,0,0,399.0,0.0,1.0,0.0,0.0,3.6666666666666665,15.716233645501712,0.4087205647015292
4335,BBB,2014B,615028,0,2,5,0,0,60,0,1,0,0,0,298.0,0.0,1.0,0.0,0.0,0.8888888888888888,16.03901493234544,0.5288298772397649
4336,BBB,2014B,615090,0,1,5,0,0,60,0,0,0,0,1,160.0,0.0,1.0,0.0,0.0,3.3,13.393198937437532,0.45097851023556446
4337,BBB,2014B,615173,0,2,0,0,0,60,0,1,0,0,0,125.0,0.0,1.0,0.0,0.0,4.888888888888889,20.09086501728726,0.3933991319996087
4338,BBB,2014B,615218,0,1,1,0,0,60,1,1,0,0,0,9.0,0.0,1.0,0.0,0.0,0.0,13.243275663875812,0.3209551337659526
4339,BBB,2014B,615259,0,2,3,0,0,120,0,1,0,0,0,666.0,0.0,1.0,0.0,0.0,0.2727272727272727,13.407596218697684,0.49484896237628356
4340,BBB,2014B,615319,0,2,8,0,0,60,0,1,0,0,0,64.0,0.0,1.0,0.0,0.0,0.25,21.639085008382402,0.492874843107772
4341,BBB,2014B,615443,0,2,3,0,0,60,0,1,0,0,0,325.0,0.0,1.0,0.0,0.0,0.5555555555555556,11.6940155635265,0.5256821477893285
4342,BBB,2014B,616354,0,1,0,0,0,120,0,1,0,0,0,50.0,0.0,1.0,0.0,0.0,0.0,13.243275663875812,0.2636732409707885
4343,BBB,2014B,616377,0,1,4,0,0,120,0,1,0,0,0,474.0,0.0,1.0,0.0,0.0,0.25,16.02676333066483,0.3919068671962451
4344,BBB,2014B,616464,0,2,8,0,0,60,0,1,0,0,0,56.0,0.0,1.0,0.0,0.0,-2.0,13.243275663875812,0.5324540308179261
4345,BBB,2014B,616511,0,2,8,1,0,60,0,1,0,0,0,1268.0,0.0,1.0,0.0,0.0,3.5555555555555554,10.380269746013349,0.7743805731838946
4346,BBB,2014B,616526,0,2,2,0,0,60,1,1,0,0,0,394.0,0.0,1.0,0.0,0.0,0.5,8.94427190999916,0.5019781282371832
4347,BBB,2014B,616536,0,1,1,0,0,120,0,1,0,0,0,233.0,0.0,1.0,0.0,0.0,1.1818181818181819,14.420944364487244,0.3064836038201093
4348,BBB,2014B,616670,0,2,0,0,0,60,0,1,0,0,0,2962.0,2.0,0.0,0.0,1.0,0.4,15.188080121522198,0.9468396194277534
4349,BBB,2014B,616739,0,1,0,0,0,60,0,1,0,0,0,252.0,0.0,1.0,0.0,0.0,1.4545454545454546,17.74823934929885,0.37219349152173914
4350,BBB,2014B,616914,0,1,3,0,0,60,0,1,0,0,0,1354.0,0.0,1.0,0.0,0.0,1.2,15.684741346643593,0.6746142067957578
4351,BBB,2014B,616919,0,2,8,0,0,60,0,1,0,0,0,5103.0,1.0,0.0,1.0,0.0,-0.45454545454545453,11.267814178607862,0.9885538882989843
4352,BBB,2014B,617012,1,1,4,0,0,60,0,1,0,0,0,5113.0,1.0,0.0,1.0,0.0,1.8888888888888888,12.444320435890063,0.9649299586704527
4353,BBB,2014B,617126,0,3,6,1,0,60,0,1,0,0,0,128.0,0.0,1.0,0.0,0.0,5.333333333333333,11.532562594670797,0.5692744107974499
4354,BBB,2014B,617134,0,1,7,1,0,60,0,1,0,0,0,426.0,0.0,1.0,0.0,0.0,0.7142857142857143,7.094598884597587,0.5500571486806022
4355,BBB,2014B,617146,0,1,2,0,0,60,0,1,0,0,0,174.0,0.0,1.0,0.0,0.0,-0.6666666666666666,24.337899115029078,0.3528874306157409
4356,BBB,2014B,617147,0,1,6,0,0,60,0,1,0,0,0,172.0,0.0,1.0,0.0,0.0,-0.375,25.866415069959512,0.4039506543910276
4357,BBB,2014B,617190,0,1,5,0,0,60,0,1,0,0,0,645.0,0.0,1.0,0.0,0.0,1.4,12.692955176439847,0.5636480866414012
4358,BBB,2014B,617225,0,1,1,1,0,60,0,1,0,0,0,8706.0,2.0,0.0,0.0,1.0,1.0909090909090908,9.332251019497338,0.9996835648765767
4359,BBB,2014B,617287,0,2,1,0,0,60,1,1,0,0,0,167.0,0.0,1.0,0.0,0.0,9.444444444444445,26.645825188948457,0.35227520978844173
4360,BBB,2014B,617296,0,1,7,0,0,60,0,1,0,0,0,242.0,0.0,1.0,0.0,0.0,2.75,15.924300089276556,0.4858293672964372
4361,BBB,2014B,617297,0,1,1,0,0,60,0,1,0,0,0,324.0,0.0,1.0,0.0,0.0,3.4,19.53970317072396,0.39488555434571115
4362,BBB,2014B,617556,0,2,0,0,0,60,0,1,0,0,0,44.0,0.0,1.0,0.0,0.0,-1.0,13.243275663875812,0.4064046420268322
4363,BBB,2014B,617560,0,2,7,0,0,120,0,1,0,0,0,202.0,0.0,1.0,0.0,0.0,0.8181818181818182,21.409428679057186,0.41036261305354504
4364,BBB,2014B,617576,0,2,3,0,0,60,0,1,0,0,0,358.0,0.0,1.0,0.0,0.0,2.1,10.873004286866728,0.5379928586082824
4365,BBB,2014B,617714,0,1,7,0,0,60,0,1,0,0,0,84.0,0.0,1.0,0.0,0.0,-0.6666666666666666,5.163977794943223,0.502109463687436
4366,BBB,2014B,617717,0,2,0,1,0,60,0,1,0,0,0,38.0,0.0,1.0,0.0,0.0,1.0,14.31665696546043,0.3795562535054444
4367,BBB,2014B,617764,0,1,7,0,0,75,0,1,0,0,0,332.0,0.0,1.0,0.0,0.0,1.4545454545454546,22.93627535744911,0.44581129302699074
4368,BBB,2014B,617792,0,2,4,1,0,60,0,1,0,0,0,450.0,0.0,1.0,0.0,0.0,0.7272727272727273,10.634420957010736,0.5534524236993491
4369,BBB,2014B,617813,0,1,3,1,0,60,0,1,0,0,0,495.0,0.0,1.0,0.0,0.0,2.272727272727273,14.478196773707072,0.4672648085453238
4370,BBB,2014B,617843,0,1,6,0,0,60,0,1,0,0,0,39.0,0.0,1.0,0.0,0.0,1.0,30.405591591021544,0.35387662586235497
4371,BBB,2014B,617959,0,3,0,0,0,60,0,1,0,0,0,319.0,0.0,1.0,0.0,0.0,2.0,13.243275663875812,0.5326745433503505
4372,BBB,2014B,618137,0,2,7,0,0,60,0,1,0,0,0,99.0,0.0,1.0,0.0,0.0,-1.0,13.243275663875812,0.5272227771897715
4373,BBB,2014B,618145,0,2,2,0,0,60,0,1,0,0,0,584.0,0.0,1.0,0.0,0.0,-0.09090909090909091,7.784600182411425,0.5887581999753468
4374,BBB,2014B,618151,0,1,5,1,0,60,1,1,0,0,0,570.0,0.0,1.0,0.0,0.0,2.2,16.189502771858063,0.46923636581127215
4375,BBB,2014B,618197,0,1,2,0,0,60,0,1,0,0,0,172.0,0.0,1.0,0.0,0.0,-4.666666666666667,18.583146486355137,0.37799380692299916
4376,BBB,2014B,618205,0,1,4,1,0,60,0,1,0,0,0,845.0,0.0,1.0,0.0,0.0,0.6363636363636364,12.128104101256268,0.5747676552857064
4377,BBB,2014B,618258,0,3,2,1,0,60,0,1,0,0,0,1042.0,0.0,1.0,0.0,0.0,0.2,11.811482172492624,0.7037350920379092
4378,BBB,2014B,618265,0,2,7,1,0,60,0,1,0,0,0,21.0,0.0,1.0,0.0,0.0,-1.0,13.243275663875812,0.48706837546345566
4379,BBB,2014B,618399,0,2,1,0,0,60,0,1,0,0,0,368.0,0.0,1.0,0.0,0.0,-0.7272727272727273,25.699310213594167,0.4338500808138511
4380,BBB,2014B,618631,0,1,5,0,0,90,0,1,0,0,0,44.0,0.0,1.0,0.0,0.0,0.3333333333333333,19.974984355438178,0.34228074697587746
4381,BBB,2014B,618632,0,2,0,0,0,60,0,1,0,0,0,656.0,0.0,1.0,0.0,0.0,2.1,10.723287224022725,0.5609166390154253
4382,BBB,2014B,618670,0,2,1,0,0,60,0,1,0,0,0,140.0,0.0,1.0,0.0,0.0,0.5454545454545454,14.095776285501595,0.43973951453216875
4383,BBB,2014B,618673,0,1,0,0,0,120,1,1,0,0,0,132.0,0.0,1.0,0.0,0.0,-2.5,14.886235252742717,0.24241409127522642
4384,BBB,2014B,618869,0,2,3,0,0,90,0,1,0,0,0,130.0,0.0,1.0,0.0,0.0,0.5454545454545454,15.715076721531982,0.41048680028254575
4385,BBB,2014B,618882,0,2,1,0,0,60,1,1,0,0,0,739.0,0.0,1.0,0.0,0.0,1.8888888888888888,12.101423240447563,0.5509104864767017
4386,BBB,2014B,618951,0,2,0,0,0,60,0,1,0,0,0,725.0,0.0,1.0,0.0,0.0,-1.7272727272727273,13.74309744099661,0.5603389123564326
4387,BBB,2014B,618965,0,1,1,1,0,120,0,0,0,0,1,14.0,0.0,1.0,0.0,0.0,0.0,13.243275663875812,0.25404074269691573
4388,BBB,2014B,618981,0,1,5,0,0,60,0,1,0,0,0,950.0,0.0,1.0,0.0,0.0,2.5,24.994221554413553,0.5727185048478631
4389,BBB,2014B,619054,0,3,6,0,0,120,0,1,0,0,0,80.0,0.0,1.0,0.0,0.0,0.0,13.243275663875812,0.46882931589088944
4390,BBB,2014B,619161,0,1,2,1,0,60,1,0,0,0,1,613.0,0.0,1.0,0.0,0.0,1.3333333333333333,20.72357755472415,0.4124183157498581
4391,BBB,2014B,619196,0,2,0,1,0,60,0,1,0,0,0,602.0,0.0,1.0,0.0,0.0,0.2,10.157099323461726,0.5287387924360455
4392,BBB,2014B,619207,0,2,1,0,0,60,0,1,0,0,0,28.0,0.0,1.0,0.0,0.0,-1.0,13.243275663875812,0.41792075364773
4393,BBB,2014B,619288,0,1,2,1,0,60,0,1,0,0,0,1100.0,1.0,0.0,1.0,0.0,0.2727272727272727,11.688378066189587,0.5051386744783256
4394,BBB,2014B,619311,0,1,1,0,0,60,0,1,0,0,0,200.0,0.0,1.0,0.0,0.0,3.25,17.813852287849848,0.3757962563320797
4395,BBB,2014B,619330,1,2,5,0,0,60,0,1,0,0,0,266.0,0.0,1.0,0.0,0.0,-1.6666666666666667,17.039170558842745,0.36088989558903944
4396,BBB,2014B,619471,0,3,4,0,0,60,0,1,0,0,0,206.0,0.0,1.0,0.0,0.0,0.9090909090909091,17.50012986964798,0.5468937573244158
4397,BBB,2014B,619508,0,3,2,0,0,120,0,1,0,0,0,296.0,0.0,1.0,0.0,0.0,1.6,19.87460691435179,0.4243067769289072
4398,BBB,2014B,620018,0,2,3,0,0,60,0,1,0,0,0,295.0,0.0,1.0,0.0,0.0,-0.6666666666666666,12.503332889007366,0.51421228633514
4399,BBB,2014B,620072,0,1,4,0,0,60,0,1,0,0,0,1707.0,2.0,0.0,0.0,1.0,0.0,8.74382899275515,0.8633139619089477
4400,BBB,2014B,620073,0,1,6,1,0,60,0,1,0,0,0,895.0,0.0,1.0,0.0,0.0,-0.5454545454545454,15.263146345483174,0.6005257390440154
4401,BBB,2014B,620092,0,2,8,0,0,60,0,1,0,0,0,3235.0,2.0,0.0,0.0,1.0,1.3636363636363635,11.809087409895206,0.9759209964309709
4402,BBB,2014B,620126,0,2,9,0,0,60,0,1,0,0,0,344.0,0.0,1.0,0.0,0.0,0.5,21.266170318136737,0.574891797059336
4403,BBB,2014B,620128,0,2,9,0,0,60,0,1,0,0,0,1892.0,2.0,0.0,0.0,1.0,0.5454545454545454,23.246505113672463,0.90765623321839
4404,BBB,2014B,620129,0,2,4,0,0,120,0,1,0,0,0,137.0,0.0,1.0,0.0,0.0,0.0,7.904991390816874,0.41604071138478177
4405,BBB,2014B,620220,0,1,5,1,0,60,0,1,0,0,0,102.0,0.0,1.0,0.0,0.0,0.0,13.243275663875812,0.4134354958124607
4406,BBB,2014B,620257,0,1,9,0,0,60,0,1,0,0,0,383.0,0.0,1.0,0.0,0.0,0.4444444444444444,14.376871858803096,0.5564788050188612
4407,BBB,2014B,620283,0,1,3,0,0,60,0,1,0,0,0,18.0,0.0,1.0,0.0,0.0,-0.3333333333333333,23.388031127053,0.33866665594184137
4408,BBB,2014B,620304,1,1,4,1,0,60,0,1,0,0,0,22.0,0.0,1.0,0.0,0.0,0.0,13.243275663875812,0.24604239827101423
4409,BBB,2014B,620354,0,1,5,1,0,120,0,1,0,0,0,858.0,0.0,1.0,0.0,0.0,0.6363636363636364,9.133355452306773,0.5077380211689532
4410,BBB,2014B,620408,1,2,5,0,0,60,1,1,0,0,0,307.0,0.0,1.0,0.0,0.0,3.111111111111111,27.23865717036074,0.29235745247903033
4411,BBB,2014B,620409,0,1,0,0,0,60,0,1,0,0,0,194.0,0.0,1.0,0.0,0.0,4.0,17.53364113436144,0.36154655112468015
4412,BBB,2014B,620427,0,2,6,1,0,60,0,1,0,0,0,1809.0,2.0,0.0,0.0,1.0,0.2727272727272727,10.351987073196932,0.899552246958456
4413,BBB,2014B,620507,0,1,6,1,0,60,0,1,0,0,0,183.0,0.0,1.0,0.0,0.0,-1.7272727272727273,29.063566695966777,0.36969919402237467
4414,BBB,2014B,620573,0,2,8,0,0,60,0,1,0,0,0,488.0,0.0,1.0,0.0,0.0,0.9090909090909091,12.556780131575419,0.6339766738625238
4415,BBB,2014B,620694,0,1,7,0,0,60,0,1,0,0,0,166.0,0.0,1.0,0.0,0.0,-0.4,15.564917817536546,0.468882644844243
4416,BBB,2014B,620889,0,2,3,0,0,60,0,1,0,0,0,756.0,0.0,1.0,0.0,0.0,1.8181818181818181,13.652838532700807,0.6143171538335817
4417,BBB,2014B,620922,0,1,1,0,0,60,0,1,0,0,0,3159.0,2.0,0.0,0.0,1.0,1.2,12.195172086617811,0.9496323848133726
4418,BBB,2014B,620923,0,3,4,0,0,60,0,1,0,0,0,476.0,0.0,1.0,0.0,0.0,1.0,14.787757699454566,0.6209784301001638
4419,BBB,2014B,620980,0,1,6,1,0,60,0,1,0,0,0,1297.0,0.0,1.0,0.0,0.0,-0.6363636363636364,12.902431060568672,0.6960339030053321
4420,BBB,2014B,621301,1,1,0,1,0,60,0,1,0,0,0,10529.0,1.0,0.0,1.0,0.0,1.1,17.22272400702694,0.9996330115084527
4421,BBB,2014B,621303,0,2,7,1,0,60,1,1,0,0,0,760.0,0.0,1.0,0.0,0.0,1.8333333333333333,16.645319662495723,0.6030705438626816
4422,BBB,2014B,621322,1,1,2,1,0,60,1,1,0,0,0,718.0,0.0,1.0,0.0,0.0,1.8181818181818181,21.574816969622873,0.28590158430243906
4423,BBB,2014B,621323,1,2,4,0,0,60,0,1,0,0,0,261.0,0.0,1.0,0.0,0.0,-0.3333333333333333,13.051181300301263,0.3644206789896163
4424,BBB,2014B,621369,0,3,1,0,0,60,0,1,0,0,0,863.0,0.0,1.0,0.0,0.0,-0.5,11.195733314278453,0.6761593111397638
4425,BBB,2014B,621394,0,3,0,0,0,60,0,1,0,0,0,159.0,0.0,1.0,0.0,0.0,1.0909090909090908,16.943757230641296,0.47661029695098844
4426,BBB,2014B,621508,0,1,8,0,0,60,0,1,0,0,0,115.0,0.0,1.0,0.0,0.0,0.25,17.199979235867865,0.4646561967041338
4427,BBB,2014B,621862,0,2,5,0,0,60,0,1,0,0,0,537.0,0.0,1.0,0.0,0.0,1.4444444444444444,15.716233645501712,0.585343133857367
4428,BBB,2014B,621894,1,2,4,1,0,60,0,1,0,0,0,519.0,0.0,1.0,0.0,0.0,2.3,20.649455198624487,0.36489382897867473
4429,BBB,2014B,621905,0,2,3,0,0,90,0,1,0,0,0,1091.0,0.0,1.0,0.0,0.0,2.6666666666666665,13.821279889278625,0.6391984881426415
4430,BBB,2014B,621937,0,2,1,1,0,60,0,1,0,0,0,20.0,0.0,1.0,0.0,0.0,-1.0,13.243275663875812,0.3948345373227304
4431,BBB,2014B,622132,0,1,7,0,0,60,0,0,0,0,1,2615.0,2.0,0.0,0.0,1.0,0.45454545454545453,11.392980294900891,0.9442768841098643
4432,BBB,2014B,622208,0,1,8,0,0,120,0,1,0,0,0,774.0,0.0,1.0,0.0,0.0,0.6363636363636364,14.939879517586478,0.5278174753132391
4433,BBB,2014B,622217,0,2,8,0,0,60,0,1,0,0,0,251.0,0.0,1.0,0.0,0.0,0.0,12.858201014657276,0.5797602216141994
4434,BBB,2014B,622330,0,2,0,0,0,90,0,1,0,0,0,7.0,0.0,1.0,0.0,0.0,-1.0,13.243275663875812,0.35073392482286125
4435,BBB,2014B,622345,0,2,4,0,0,60,0,1,0,0,0,5544.0,2.0,0.0,0.0,1.0,-5.363636363636363,13.199173527845675,0.9961631925229075
4436,BBB,2014B,622466,1,2,8,0,0,60,0,1,0,0,0,376.0,0.0,1.0,0.0,0.0,2.6363636363636362,12.069495733986871,0.4561807851609465
4437,BBB,2014B,622505,1,3,5,1,0,120,0,1,0,0,0,637.0,0.0,1.0,0.0,0.0,0.9090909090909091,29.323276512943526,0.3286526915549939
4438,BBB,2014B,622604,0,2,8,0,0,120,0,0,0,0,1,267.0,0.0,1.0,0.0,0.0,1.1818181818181819,14.675272957040233,0.47643461678086513
4439,BBB,2014B,622715,1,2,7,1,0,60,0,1,0,0,0,576.0,0.0,1.0,0.0,0.0,0.6363636363636364,16.797727118977626,0.440568633841985
4440,BBB,2014B,622720,0,1,0,1,0,60,0,1,0,0,0,487.0,0.0,1.0,0.0,0.0,3.6666666666666665,19.06640442710103,0.39743037906662565
4441,BBB,2014B,622766,1,1,3,0,0,120,0,0,0,0,1,458.0,0.0,1.0,0.0,0.0,2.0,26.722479471241233,0.20524919894395807
4442,BBB,2014B,622838,0,1,0,0,0,60,0,1,0,0,0,423.0,0.0,1.0,0.0,0.0,-3.2857142857142856,17.16447050214622,0.41117056923299855
4443,BBB,2014B,622867,0,2,8,0,0,60,1,1,0,0,0,187.0,0.0,1.0,0.0,0.0,3.375,18.86370286328445,0.49857219565084515
4444,BBB,2014B,622927,0,1,0,0,0,60,0,1,0,0,0,125.0,0.0,1.0,0.0,0.0,0.0,13.243275663875812,0.36537681417780904
4445,BBB,2014B,622974,0,2,2,1,0,60,0,1,0,0,0,383.0,0.0,1.0,0.0,0.0,1.3636363636363635,19.164835222117336,0.4642153236340496
4446,BBB,2014B,622982,0,2,8,0,0,60,0,1,0,0,0,1152.0,0.0,1.0,0.0,0.0,-0.36363636363636365,10.231857558181169,0.7704841218020643
4447,BBB,2014B,623001,0,2,8,0,0,60,0,1,0,0,0,37.0,0.0,1.0,0.0,0.0,20.666666666666668,4.5092497528228925,0.5796599454818949
4448,BBB,2014B,623055,0,2,2,0,0,60,1,1,0,0,0,3693.0,2.0,0.0,0.0,1.0,0.3,11.252654007931739,0.9736810951601301
4449,BBB,2014B,623069,1,1,1,0,0,60,1,1,0,0,0,64.0,0.0,1.0,0.0,0.0,-1.0,13.243275663875812,0.2086455441561429
4450,BBB,2014B,623168,0,3,3,0,0,120,0,1,0,0,0,678.0,0.0,1.0,0.0,0.0,0.6363636363636364,15.351635980335358,0.5502877743927455
4451,BBB,2014B,623169,0,1,9,0,0,120,0,0,0,0,1,339.0,0.0,1.0,0.0,0.0,0.09090909090909091,19.001913779215172,0.4246306650959124
4452,BBB,2014B,623177,0,2,7,0,0,60,0,1,0,0,0,432.0,0.0,1.0,0.0,0.0,2.5714285714285716,16.06682473741645,0.5906339082007295
4453,BBB,2014B,623240,0,2,4,1,0,60,0,1,0,0,0,787.0,0.0,1.0,0.0,0.0,0.36363636363636365,11.166508366132586,0.6263021089968775
4454,BBB,2014B,623295,0,2,6,0,0,60,0,1,0,0,0,123.0,0.0,1.0,0.0,0.0,0.18181818181818182,16.619812929698753,0.5006415141246642
4455,BBB,2014B,623321,1,1,9,0,0,60,0,1,0,0,0,453.0,0.0,1.0,0.0,0.0,0.0,20.9216224445975,0.38366977728615015
4456,BBB,2014B,623333,0,1,6,1,0,60,0,1,0,0,0,559.0,0.0,1.0,0.0,0.0,2.3,18.75248131729653,0.5073484645037459
